id_venta,id_cliente,nombre_cliente,sucursal,provincia,fecha_hora,producto,categoria,cantidad,precio_unitario,total_venta,medio_pago,promo_producto,promo_pago,otros_productos
2772,6753,Dante Gomez Coronel,Sucursal Palermo,Buenos Aires,2025-02-03 14:10:12,Pintura látex 4L,Pinturas,1.0,34152.62,34152.62,mercadopago,,,"Taladro eléctrico, Martillo"
2773,2543,Dr(a). Augusto Vera,Sucursal Rosario,Santa Fe,2024-10-01 23:45:45,Llave inglesa,Herramientas manuales,3.0,12121.82,36365.46,mercadopago,2x1,5% off efectivo,
2774,5338,Lara Simon Medina Guzman,Sucursal Córdoba,Córdoba,2024-09-30 23:38:03,Llave inglesa,Herramientas manuales,4.0,31401.59,125606.36,tarjeta_crédito,sin interés,5% off efectivo,Destornillador
2775,4915,Zoe Valentina Morales,Sucursal Rosario,Santa Fe,2025-07-15 12:14:19,Guantes de trabajo,Protección personal,1.0,14463.79,14463.79,transferencia,10% off,,
2776,5328,Valentina  Gonzalez,Sucursal Córdoba,Córdoba,2025-04-24 16:21:55,Cinta métrica,Medición,4.0,42184.15,168736.6,tarjeta_débito,,5% off efectivo,
2777,2818,Benjamin Rosario Gomez,Sucursal Palermo,Buenos Aires,2025-09-09 01:27:29,Cinta métrica,Medición,3.0,25299.6,75898.8,tarjeta_débito,,5% off efectivo,
2778,6710,Benjamin Ezequiel Ojeda,Sucursal Rosario,Santa Fe,2025-08-12 09:27:24,Pintura látex 4L,Pinturas,1.0,13717.66,13717.66,efectivo,,,
2779,4803,Benicio Thiago Ezequiel Sosa Martin,Sucursal Rosario,Santa Fe,2025-01-01 22:35:46,Destornillador,Herramientas manuales,1.0,24355.19,24355.19,tarjeta_débito,sin interés,3 cuotas sin interés,
2780,4603,Martín Romero,Sucursal Mendoza,Mendoza,2025-06-15 00:19:12,Taladro eléctrico,Herramientas eléctricas,4.0,7649.91,30599.64,tarjeta_crédito,10% off,,
2781,5054,Camilo Mateo Castro Guzman,Sucursal Mendoza,Mendoza,2025-05-26 06:40:00,Caja de tornillos,Fijaciones,4.0,5677.95,22711.8,transferencia,10% off,,
2782,7136,Thiago Nicolas Zoe Vargas Lopez,Sucursal Mendoza,Mendoza,2025-03-29 15:00:27,Martillo,Herramientas manuales,4.0,13609.08,54436.32,efectivo,2x1,5% off efectivo,
2783,9416,Ignacio Rios Villalba,Sucursal Rosario,Santa Fe,2025-08-07 06:28:33,Cinta métrica,Medición,1.0,26047.04,26047.04,efectivo,,,
2784,1970,Josefina Julieta Avila,Sucursal Mendoza,Mendoza,2024-10-21 15:05:11,Guantes de trabajo,Protección personal,2.0,5107.98,10215.96,mercadopago,,5% off efectivo,Guantes de trabajo
2785,6505,Josefina Aguirre,Sucursal Palermo,Buenos Aires,2024-11-27 19:37:52,Rodillo de pintura,Accesorios pintura,4.0,47110.22,188440.88,tarjeta_crédito,sin interés,3 cuotas sin interés,"Guantes de trabajo, Cinta métrica"
2786,3048,Sofia Mendez,Sucursal Mendoza,Mendoza,2025-03-24 00:49:45,Sierra circular,Herramientas eléctricas,2.0,34158.24,68316.48,tarjeta_crédito,2x1,5% off efectivo,
2787,5594,Alma Simon Sosa Fernandez,Sucursal Córdoba,Córdoba,2024-11-20 23:07:52,Cinta métrica,Medición,5.0,26999.04,134995.2,efectivo,2x1,3 cuotas sin interés,
2788,5780,Benjamin Santiago Sanchez Gimenez,Sucursal Córdoba,Córdoba,2025-05-23 22:56:12,Taladro eléctrico,Herramientas eléctricas,2.0,19095.57,38191.14,mercadopago,10% off,,Martillo
2789,3878,Dr(a). Matilda Rojas,Sucursal Córdoba,Córdoba,2025-02-18 01:33:19,Destornillador,Herramientas manuales,2.0,13512.23,27024.46,transferencia,,3 cuotas sin interés,
2790,7202,Sr(a). Sofia Gomez,Sucursal Mendoza,Mendoza,2025-05-06 17:40:23,Martillo,Herramientas manuales,5.0,30872.06,154360.3,tarjeta_débito,2x1,3 cuotas sin interés,Caja de tornillos
2791,4179,Elena Fernandez,Sucursal Palermo,Buenos Aires,2025-01-26 14:45:09,Cinta métrica,Medición,2.0,32697.94,65395.88,tarjeta_débito,10% off,,
2792,4686,Dr(a). Camila Ayala,Sucursal Palermo,Buenos Aires,2024-10-26 18:03:33,Taladro eléctrico,Herramientas eléctricas,2.0,33559.15,67118.3,efectivo,,,
2793,6254,Mora Emanuel Romero Martinez,Sucursal Palermo,Buenos Aires,2025-08-03 08:19:19,Rodillo de pintura,Accesorios pintura,,34482.68,68965.36,transferencia,2x1,,
2794,6566,Emma Fernandez Toledo,Sucursal Palermo,Buenos Aires,2024-09-26 17:52:48,Sierra circular,Herramientas eléctricas,2.0,43004.42,86008.84,tarjeta_crédito,,,
2795,2366,Francisco Ledesma,Sucursal Palermo,Buenos Aires,2024-12-10 13:11:28,Cinta métrica,Medición,4.0,12200.81,48803.24,mercadopago,,5% off efectivo,Rodillo de pintura
2796,2237,Thiago Lionel Simon Correa,Sucursal Rosario,Santa Fe,2024-11-11 23:12:13,Sierra circular,Herramientas eléctricas,2.0,,68580.94,tarjeta_crédito,,,Pintura látex 4L
2797,9418,Juana Soto Mendez,Sucursal Mendoza,Mendoza,2025-03-23 04:37:41,Sierra circular,Herramientas eléctricas,,22661.48,22661.48,mercadopago,sin interés,3 cuotas sin interés,
2798,2326,Renata Molina,Sucursal Rosario,Santa Fe,2025-04-25 03:08:14,Llave inglesa,Herramientas manuales,1.0,13460.48,13460.48,tarjeta_crédito,sin interés,,Taladro eléctrico
2799,7181,Renata Thiago Leonel Nuñez,Sucursal Córdoba,Córdoba,2025-05-18 02:38:09,Cinta métrica,Medición,4.0,28192.63,112770.52,tarjeta_débito,2x1,5% off efectivo,
2800,6672,Dr(a). Thiago Valentin Vega,Sucursal Palermo,Buenos Aires,2025-02-04 20:37:51,Martillo,Herramientas manuales,5.0,16494.21,82471.05,efectivo,,,
2801,4895,Lorenzo Guadalupe Blanco Martinez,Sucursal Palermo,Buenos Aires,2025-04-14 08:47:59,Caja de tornillos,Fijaciones,1.0,30624.76,30624.76,efectivo,,5% off efectivo,"Pintura látex 4L, Caja de tornillos"
2802,9789,Bautista Juliana Sanchez Rivero,Sucursal Córdoba,Córdoba,2025-06-16 07:21:42,Llave inglesa,Herramientas manuales,4.0,27543.47,110173.88,tarjeta_crédito,2x1,,Cinta métrica
2803,8313,Violeta Clara Gomez,Sucursal Córdoba,Córdoba,2025-09-07 19:43:22,Destornillador,Herramientas manuales,1.0,43696.03,43696.03,efectivo,sin interés,,"Rodillo de pintura, Taladro eléctrico"
2804,9937,Dr(a). Mateo Benjamin Gomez,Sucursal Rosario,Santa Fe,2025-08-03 09:48:38,Martillo,Herramientas manuales,2.0,1143.18,2286.36,tarjeta_crédito,10% off,5% off efectivo,
2805,3847,Sr(a). Joaquín Vera,Sucursal Palermo,Buenos Aires,2025-05-24 23:42:47,Cinta métrica,Medición,,34571.92,69143.84,transferencia,2x1,,
2806,4641,Sr(a). Valentin Silva,Sucursal Mendoza,Mendoza,2024-10-07 04:04:05,Taladro eléctrico,Herramientas eléctricas,2.0,27336.08,54672.16,transferencia,,,
2807,5022,Ana Paula Aguirre,Sucursal Mendoza,Mendoza,2025-03-04 21:43:35,Guantes de trabajo,Protección personal,1.0,23826.97,23826.97,transferencia,,3 cuotas sin interés,
2808,8899,Benjamin Alejandro Lopez Castro,Sucursal Córdoba,Córdoba,2025-04-21 14:24:55,Taladro eléctrico,Herramientas eléctricas,1.0,2133.6,2133.6,transferencia,10% off,,Taladro eléctrico
2809,1144,Kiara Herrera Vega,Sucursal Mendoza,Mendoza,2024-10-11 06:38:16,Destornillador,Herramientas manuales,4.0,12830.77,51323.08,efectivo,,3 cuotas sin interés,
2810,9734,Bautista Lucio Ortiz Duarte,Sucursal Rosario,Santa Fe,2025-06-26 03:24:51,Destornillador,Herramientas manuales,2.0,11617.89,23235.78,efectivo,2x1,3 cuotas sin interés,Guantes de trabajo
2811,5338,Luz Milagros Aguirre Vega,Sucursal Rosario,Santa Fe,2024-11-07 07:10:12,Pintura látex 4L,Pinturas,3.0,46802.27,140406.81,transferencia,,,"Pintura látex 4L, Guantes de trabajo"
2812,2882,Delfina Acosta,Sucursal Córdoba,Córdoba,2025-04-13 14:24:22,Sierra circular,Herramientas eléctricas,4.0,25427.3,101709.2,efectivo,10% off,,
2813,9208,Ignacio Franco Hernandez Leiva,Sucursal Mendoza,Mendoza,2024-11-11 12:32:39,Martillo,Herramientas manuales,4.0,12785.37,51141.48,mercadopago,sin interés,,"Rodillo de pintura, Sierra circular"
2814,4584,Dr(a). Morena Jazmin Valdez,Sucursal Palermo,Buenos Aires,2024-10-07 01:55:10,Pintura látex 4L,Pinturas,3.0,25226.52,75679.56,tarjeta_crédito,,,"Caja de tornillos, Taladro eléctrico"
2815,3290,Salvador Octavio Rodriguez Rodriguez,Sucursal Córdoba,Córdoba,2025-02-24 04:15:53,Caja de tornillos,Fijaciones,4.0,48109.32,192437.28,transferencia,sin interés,3 cuotas sin interés,
2816,3882,Maria Paz Valentina Juarez,Sucursal Mendoza,Mendoza,2025-07-08 04:55:08,Rodillo de pintura,Accesorios pintura,2.0,36648.54,73297.08,efectivo,2x1,3 cuotas sin interés,
2817,2173,Miguel Angel Martina Soria,Sucursal Mendoza,Mendoza,2025-06-26 11:51:52,Rodillo de pintura,Accesorios pintura,1.0,34525.69,34525.69,tarjeta_débito,10% off,,
2818,9378,Ignacio Gomez Ruiz,Sucursal Córdoba,Córdoba,2025-06-15 17:19:22,Destornillador,Herramientas manuales,5.0,20442.32,102211.6,efectivo,,,"Caja de tornillos, Sierra circular"
2819,5100,Luciana Alvarez,Sucursal Mendoza,Mendoza,2025-03-19 17:59:38,Pintura látex 4L,Pinturas,4.0,27393.74,109574.96,transferencia,,,
2820,1357,Thiago Leonel Joaquin Sanchez,Sucursal Córdoba,Córdoba,2024-11-24 09:47:05,Rodillo de pintura,Accesorios pintura,5.0,28377.9,141889.5,mercadopago,10% off,,Sierra circular
2821,4732,Emiliano Gimenez,Sucursal Mendoza,Mendoza,2024-11-27 04:28:42,Llave inglesa,Herramientas manuales,1.0,38509.88,38509.88,tarjeta_crédito,,5% off efectivo,
2822,2861,Lola Francisco Velazquez Godoy,Sucursal Córdoba,Córdoba,2025-01-26 10:36:59,Sierra circular,Herramientas eléctricas,1.0,19781.79,19781.79,efectivo,,5% off efectivo,Caja de tornillos
2823,7178,Gonzalo Pereyra,Sucursal Córdoba,Córdoba,2024-09-24 10:20:37,Guantes de trabajo,Protección personal,1.0,5015.84,5015.84,transferencia,,5% off efectivo,Caja de tornillos
2824,3032,Sr(a). Lautaro Gabriel Rodriguez,Sucursal Córdoba,Córdoba,2025-02-08 10:10:37,Taladro eléctrico,Herramientas eléctricas,1.0,27287.2,27287.2,transferencia,,,
2825,6483,Mateo Soto Pereyra,Sucursal Mendoza,Mendoza,2024-09-18 07:38:20,Cinta métrica,Medición,5.0,36725.82,183629.1,transferencia,,3 cuotas sin interés,
2826,5667,Olivia Martina Barrios Ortiz,Sucursal Mendoza,Mendoza,2025-08-16 05:59:52,Guantes de trabajo,Protección personal,5.0,3787.13,18935.65,tarjeta_débito,10% off,5% off efectivo,Destornillador
2827,9950,Maximiliano Lopez Rios,Sucursal Mendoza,Mendoza,2024-11-26 02:34:11,Pintura látex 4L,Pinturas,4.0,18441.36,73765.44,mercadopago,,,
2828,2671,Sr(a). Candelaria Gomez,Sucursal Palermo,Buenos Aires,2025-06-08 19:54:15,Rodillo de pintura,Accesorios pintura,1.0,25133.28,25133.28,,,3 cuotas sin interés,
2829,2551,Matias Dante Paez,Sucursal Mendoza,Mendoza,2025-06-17 20:01:04,Llave inglesa,Herramientas manuales,1.0,9239.99,9239.99,transferencia,,3 cuotas sin interés,
2830,3916,Bianca Zoe Valentina Acosta,Sucursal Mendoza,Mendoza,2025-05-16 02:25:30,Destornillador,Herramientas manuales,4.0,30237.49,120949.96,mercadopago,,,Destornillador
2831,4461,Santiago Nicolas Paez Arias,Sucursal Palermo,Buenos Aires,2024-11-02 05:18:52,Rodillo de pintura,Accesorios pintura,5.0,48923.46,244617.3,transferencia,10% off,,Taladro eléctrico
2832,2259,Lucas Benjamin Santino Castillo Luna,Sucursal Mendoza,Mendoza,2024-11-20 12:20:20,Sierra circular,Herramientas eléctricas,3.0,10237.73,30713.19,transferencia,,5% off efectivo,Llave inglesa
2833,2974,Guillermina Juarez Franco,Sucursal Córdoba,Córdoba,2025-09-08 19:12:30,Destornillador,Herramientas manuales,4.0,31082.09,124328.36,tarjeta_débito,,3 cuotas sin interés,Taladro eléctrico
2834,1922,Maria Luz Dylan Molina Alvarez,Sucursal Córdoba,Córdoba,2025-03-09 11:15:25,Sierra circular,Herramientas eléctricas,2.0,30467.45,60934.9,tarjeta_débito,,3 cuotas sin interés,
2835,9249,Valentina  Rodriguez Martinez,Sucursal Córdoba,Córdoba,2024-11-10 09:57:53,Pintura látex 4L,Pinturas,4.0,45286.46,181145.84,tarjeta_crédito,10% off,,"Llave inglesa, Martillo"
2836,6278,Thiago Daniel Morena Arias,Sucursal Rosario,Santa Fe,2024-10-02 15:50:43,Destornillador,Herramientas manuales,4.0,40627.38,162509.52,efectivo,2x1,5% off efectivo,
2837,5162,Isabella Lautaro Nahuel Suarez Mansilla,Sucursal Mendoza,Mendoza,2025-05-30 16:40:19,Rodillo de pintura,Accesorios pintura,2.0,45325.58,90651.16,transferencia,2x1,5% off efectivo,
2838,1611,Sr(a). Thiago Leonel Gomez,Sucursal Palermo,Buenos Aires,2025-05-28 19:24:42,Cinta métrica,Medición,4.0,12430.28,49721.12,efectivo,,3 cuotas sin interés,
2839,4406,Thiago Emanuel Lucas Quiroga Pereyra,Sucursal Rosario,Santa Fe,2025-07-07 11:13:59,Pintura látex 4L,Pinturas,2.0,5596.99,11193.98,mercadopago,,5% off efectivo,
2840,4970,Sr(a). Emilia Fernandez,Sucursal Palermo,Buenos Aires,2025-07-10 00:44:29,Sierra circular,Herramientas eléctricas,5.0,20597.2,102986.0,mercadopago,,3 cuotas sin interés,
2841,1755,Juana Lucía Ruiz,Sucursal Mendoza,Mendoza,2025-02-09 22:42:49,Caja de tornillos,Fijaciones,3.0,44214.53,132643.59,mercadopago,,,"Taladro eléctrico, Cinta métrica"
2842,3880,Morena Aguirre Sanchez,Sucursal Palermo,Buenos Aires,2025-03-23 12:22:33,Sierra circular,Herramientas eléctricas,4.0,32166.51,128666.04,efectivo,10% off,3 cuotas sin interés,
2843,7857,Dr(a). Julieta Toledo,Sucursal Mendoza,Mendoza,2025-07-12 20:01:10,Cinta métrica,Medición,1.0,4260.59,4260.59,transferencia,10% off,5% off efectivo,
2844,4147,Milo Genaro Pereyra Gonzalez,Sucursal Mendoza,Mendoza,2024-10-21 03:28:57,Sierra circular,Herramientas eléctricas,1.0,24432.73,24432.73,tarjeta_crédito,10% off,,
2845,5812,Uma Lautaro Ezequiel Ortiz Lopez,Sucursal Palermo,Buenos Aires,2025-01-16 07:39:31,Martillo,Herramientas manuales,3.0,7497.6,22492.8,tarjeta_débito,10% off,5% off efectivo,
2846,2541,Mateo Benjamin Gonzalez Sanchez,Sucursal Córdoba,Córdoba,2024-11-28 14:42:35,Taladro eléctrico,Herramientas eléctricas,4.0,34011.76,136047.04,transferencia,10% off,5% off efectivo,
2847,6122,Ciro Benjamin Isabella Paz Hernandez,Sucursal Rosario,Santa Fe,2025-06-30 07:53:15,Taladro eléctrico,Herramientas eléctricas,1.0,44686.44,44686.44,mercadopago,2x1,3 cuotas sin interés,Caja de tornillos
2848,5435,Sr(a). Bianca Castillo,Sucursal Córdoba,Córdoba,2024-10-03 21:01:19,Taladro eléctrico,Herramientas eléctricas,2.0,34963.24,69926.48,tarjeta_débito,10% off,3 cuotas sin interés,"Sierra circular, Rodillo de pintura"
2849,2488,Santino Maria Guadalupe Escobar,Sucursal Palermo,Buenos Aires,2025-06-20 04:20:34,Cinta métrica,Medición,4.0,33211.13,132844.52,efectivo,sin interés,,
2850,5669,Bautista Sofia Diaz Godoy,Sucursal Palermo,Buenos Aires,2024-09-22 13:31:46,Caja de tornillos,Fijaciones,4.0,18226.1,72904.4,transferencia,,,
2851,1637,Mateo Valentin Diaz Ledesma,Sucursal Rosario,Santa Fe,2025-09-10 11:24:34,Caja de tornillos,Fijaciones,2.0,15704.01,31408.02,mercadopago,sin interés,,
2852,1914,Benjamin Emma Correa Rivero,Sucursal Córdoba,Córdoba,2024-11-24 06:29:34,Rodillo de pintura,Accesorios pintura,1.0,33702.47,33702.47,tarjeta_débito,2x1,,
2853,7280,Ezequiel Torres,Sucursal Rosario,Santa Fe,2025-08-07 20:56:19,Guantes de trabajo,Protección personal,3.0,9880.69,29642.07,transferencia,,5% off efectivo,Llave inglesa
2854,7262,Martina Fernandez,Sucursal Mendoza,Mendoza,2024-12-21 02:41:42,Rodillo de pintura,Accesorios pintura,5.0,33534.29,167671.45,mercadopago,,5% off efectivo,
2855,6684,Dr(a). Justina Flores,Sucursal Córdoba,Córdoba,2025-04-26 02:00:38,Llave inglesa,Herramientas manuales,5.0,19802.44,99012.2,tarjeta_crédito,,3 cuotas sin interés,Cinta métrica
2856,1266,Sofia Emiliano Ponce Perez,Sucursal Córdoba,Córdoba,2025-06-11 14:04:57,Caja de tornillos,Fijaciones,2.0,14741.69,29483.38,mercadopago,,5% off efectivo,"Rodillo de pintura, Martillo"
2857,4077,Ciro Ramirez Garcia,Sucursal Rosario,Santa Fe,2025-09-01 10:49:48,Rodillo de pintura,Accesorios pintura,2.0,10877.02,21754.04,tarjeta_débito,sin interés,5% off efectivo,
2858,4419,Augusto Pilar Juarez,Sucursal Mendoza,Mendoza,2025-05-17 19:56:38,Pintura látex 4L,Pinturas,1.0,47014.47,47014.47,mercadopago,,,
2859,5168,Martina Vazquez,Sucursal Palermo,Buenos Aires,2024-11-05 13:31:13,Cinta métrica,Medición,4.0,39026.26,156105.04,tarjeta_crédito,sin interés,3 cuotas sin interés,Cinta métrica
2860,7286,Bautista Juan Ignacio Fernandez,Sucursal Córdoba,Córdoba,2025-07-20 18:37:14,Cinta métrica,Medición,3.0,17832.75,53498.25,tarjeta_débito,,3 cuotas sin interés,Guantes de trabajo
2861,3672,Bautista Rojas,Sucursal Rosario,Santa Fe,2024-11-20 12:09:57,Guantes de trabajo,Protección personal,3.0,44077.76,132233.28,tarjeta_débito,,,"Guantes de trabajo, Rodillo de pintura"
2862,6353,Ivan Thiago Agustin Ledesma Garcia,Sucursal Córdoba,Córdoba,2025-01-05 17:59:58,Pintura látex 4L,Pinturas,5.0,5710.18,-28550.9,tarjeta_débito,,,
2863,8502,Ian Thiago Benjamin Coronel Ruiz,Sucursal Palermo,Buenos Aires,2025-08-26 10:34:54,Cinta métrica,Medición,5.0,10869.05,54345.25,tarjeta_débito,2x1,3 cuotas sin interés,"Llave inglesa, Caja de tornillos"
2864,7585,Maria Guadalupe Lautaro Benjamin Aguirre,Sucursal Mendoza,Mendoza,2024-11-04 20:59:34,Cinta métrica,Medición,4.0,22055.27,88221.08,transferencia,,3 cuotas sin interés,
2865,2744,Sr(a). Valentin Gomez,Sucursal Mendoza,Mendoza,2024-12-14 07:19:17,Taladro eléctrico,Herramientas eléctricas,4.0,29627.86,118511.44,,2x1,3 cuotas sin interés,
2866,2323,Zoe Jazmin Lopez Coronel,Sucursal Palermo,Buenos Aires,2025-07-26 16:28:21,Llave inglesa,Herramientas manuales,5.0,13774.79,68873.95,transferencia,,,"Sierra circular, Pintura látex 4L"
2867,8080,Emma Cabrera Benitez,Sucursal Rosario,Santa Fe,2024-11-10 22:48:09,Taladro eléctrico,Herramientas eléctricas,3.0,4752.11,14256.33,efectivo,,,
2868,7297,Matias Gonzalez,Sucursal Mendoza,Mendoza,2025-09-14 02:07:22,Caja de tornillos,Fijaciones,3.0,28585.78,85757.34,mercadopago,,5% off efectivo,Pintura látex 4L
2869,8126,Sr(a). Camilo Muñoz,Sucursal Rosario,Santa Fe,2024-10-03 12:02:53,Taladro eléctrico,Herramientas eléctricas,3.0,16886.05,50658.15,transferencia,2x1,3 cuotas sin interés,
2870,4757,Sr(a). Santino Agustin Romero,Sucursal Mendoza,Mendoza,2024-12-22 21:50:26,Pintura látex 4L,Pinturas,3.0,3232.5,9697.5,mercadopago,,3 cuotas sin interés,
2871,8121,Lautaro Sofia Moreno,Sucursal Palermo,Buenos Aires,2025-02-15 11:29:09,Sierra circular,Herramientas eléctricas,5.0,29803.54,149017.7,tarjeta_débito,sin interés,,Martillo
2872,1912,Felipe Garcia,Sucursal Córdoba,Córdoba,2024-10-11 05:27:00,Cinta métrica,Medición,3.0,43693.37,131080.11,transferencia,,,
2873,5929,Joaquin Santiago Dominguez,Sucursal Palermo,Buenos Aires,2025-03-05 22:46:29,Rodillo de pintura,Accesorios pintura,2.0,26347.79,52695.58,transferencia,sin interés,5% off efectivo,
2874,1848,Luna Rodriguez Martinez,Sucursal Mendoza,Mendoza,2025-04-09 18:41:58,Llave inglesa,Herramientas manuales,3.0,26095.3,78285.9,efectivo,10% off,,
2875,1356,Lautaro Benjamin Felipe Soto Rodriguez,Sucursal Palermo,Buenos Aires,2025-06-09 10:38:49,Martillo,Herramientas manuales,4.0,27914.3,111657.2,tarjeta_débito,,3 cuotas sin interés,Taladro eléctrico
2876,9252,Renata Rojas Rios,Sucursal Rosario,Santa Fe,2024-11-21 11:55:11,Martillo,Herramientas manuales,4.0,23523.66,94094.64,efectivo,,,
2877,4542,Thiago Felipe Gomez Martinez,Sucursal Mendoza,Mendoza,2025-02-11 13:21:40,Pintura látex 4L,Pinturas,4.0,8187.37,32749.48,mercadopago,10% off,,"Caja de tornillos, Llave inglesa"
2878,5229,Lucas Correa Vazquez,Sucursal Mendoza,Mendoza,2024-11-01 23:20:24,Cinta métrica,Medición,5.0,19498.48,97492.4,tarjeta_crédito,,5% off efectivo,Martillo
2879,4642,Paulina Martina Molina,Sucursal Rosario,Santa Fe,2024-09-24 04:40:56,Sierra circular,Herramientas eléctricas,4.0,5350.09,21400.36,tarjeta_crédito,,,
2880,3032,Maria Luz Moreno,Sucursal Mendoza,Mendoza,2025-01-04 04:59:30,Caja de tornillos,Fijaciones,3.0,43452.96,130358.88,tarjeta_crédito,,,
2881,7774,Dr(a). Tomàs Cardozo,Sucursal Córdoba,Córdoba,2025-06-08 17:06:31,Rodillo de pintura,Accesorios pintura,2.0,47216.85,94433.7,mercadopago,,3 cuotas sin interés,
2882,9001,Tomas Romero,Sucursal Mendoza,Mendoza,2025-05-21 18:38:47,Caja de tornillos,Fijaciones,4.0,48343.24,193372.96,tarjeta_crédito,sin interés,3 cuotas sin interés,
2883,5673,Jazmin Mendoza,Sucursal Rosario,Santa Fe,2025-03-11 21:51:43,Martillo,Herramientas manuales,5.0,18352.94,91764.7,tarjeta_débito,10% off,,
2884,1450,Dr(a). Francisco Garcia,Sucursal Córdoba,Córdoba,2025-06-27 09:24:31,Sierra circular,Herramientas eléctricas,4.0,23820.82,95283.28,transferencia,,,"Martillo, Taladro eléctrico"
2885,7901,Luisina Francesca Perez,Sucursal Mendoza,Mendoza,2024-11-17 18:27:16,Pintura látex 4L,Pinturas,1.0,16098.14,16098.14,tarjeta_débito,,3 cuotas sin interés,Destornillador
2886,8719,Thiago Nicolas Lorenzo Garcia Gonzalez,Sucursal Córdoba,Córdoba,2025-02-22 21:08:02,Llave inglesa,Herramientas manuales,1.0,31477.52,31477.52,efectivo,2x1,,
2887,5550,Sr(a). Charo Gomez,Sucursal Palermo,Buenos Aires,2025-05-17 19:35:50,Rodillo de pintura,Accesorios pintura,3.0,20522.97,61568.91,tarjeta_crédito,,5% off efectivo,"Caja de tornillos, Pintura látex 4L"
2888,9607,Sofia Lola Cruz Medina,Sucursal Rosario,Santa Fe,2025-03-11 04:02:47,Rodillo de pintura,Accesorios pintura,3.0,13054.09,39162.27,tarjeta_crédito,10% off,5% off efectivo,
2889,7743,Oriana Medina,Sucursal Mendoza,Mendoza,2025-01-25 16:43:53,Taladro eléctrico,Herramientas eléctricas,,43223.35,43223.35,mercadopago,2x1,3 cuotas sin interés,
2890,2289,Vicente Valentino Pereyra Martinez,Sucursal Palermo,Buenos Aires,2025-06-20 06:00:50,Taladro eléctrico,Herramientas eléctricas,2.0,40931.7,81863.4,efectivo,,3 cuotas sin interés,
2891,2288,Tiziano Santino Agustin Ojeda,Sucursal Mendoza,Mendoza,2025-07-18 00:46:37,Pintura látex 4L,Pinturas,1.0,5251.42,5251.42,transferencia,2x1,3 cuotas sin interés,
2892,5533,Dr(a). Santino Nicolas Molina,Sucursal Mendoza,Mendoza,2025-07-10 04:58:22,Rodillo de pintura,Accesorios pintura,1.0,16285.99,16285.99,,sin interés,,
2893,9367,Thiago Sanchez,Sucursal Mendoza,Mendoza,2025-02-16 01:37:54,Cinta métrica,Medición,4.0,33777.55,135110.2,transferencia,sin interés,,
2894,7551,Valentin Juan Pablo Acosta,Sucursal Mendoza,Mendoza,2025-09-02 20:23:13,Cinta métrica,Medición,2.0,35700.32,71400.64,,2x1,3 cuotas sin interés,
2895,7621,Dr(a). Isabella Diaz,Sucursal Rosario,Santa Fe,2025-04-18 18:20:49,Guantes de trabajo,Protección personal,5.0,19371.44,96857.2,tarjeta_crédito,,,Llave inglesa
2896,1059,Milagros Maria Luz Benitez,Sucursal Córdoba,Córdoba,2025-03-07 13:04:15,Guantes de trabajo,Protección personal,2.0,25322.6,50645.2,transferencia,sin interés,,
2897,4964,Juliana Alvarez Carrizo,Sucursal Mendoza,Mendoza,2024-12-31 15:43:18,Martillo,Herramientas manuales,2.0,4287.18,8574.36,transferencia,2x1,3 cuotas sin interés,Cinta métrica
2898,7161,Sr(a). Santino Benjamin Silva,Sucursal Palermo,Buenos Aires,2025-07-24 12:32:06,Caja de tornillos,Fijaciones,4.0,16068.89,64275.56,efectivo,10% off,5% off efectivo,
2899,5150,Felipe Josefina Martinez,Sucursal Mendoza,Mendoza,2025-06-30 07:11:38,Cinta métrica,Medición,3.0,9215.32,27645.96,tarjeta_crédito,,3 cuotas sin interés,
2900,1043,Paulina Pilar Cabrera,Sucursal Córdoba,Córdoba,2025-07-09 23:31:47,Pintura látex 4L,Pinturas,5.0,,69301.65,tarjeta_crédito,2x1,,
2901,4701,Sr(a). Amparo Caceres,Sucursal Mendoza,Mendoza,2024-10-19 19:26:36,Llave inglesa,Herramientas manuales,3.0,49613.5,148840.5,transferencia,,,
2902,8849,Benjamin Guzman Rodriguez,Sucursal Rosario,Santa Fe,2025-08-13 15:00:41,Destornillador,Herramientas manuales,2.0,5418.46,10836.92,tarjeta_crédito,10% off,3 cuotas sin interés,Taladro eléctrico
2903,6821,Josefina Mendoza Diaz,Sucursal Rosario,Santa Fe,2024-11-13 23:54:57,Llave inglesa,Herramientas manuales,3.0,45134.4,135403.2,efectivo,,3 cuotas sin interés,
2904,6722,Julieta Bautista Rios,Sucursal Córdoba,Córdoba,2025-01-17 00:52:06,Guantes de trabajo,Protección personal,5.0,39015.19,195075.95,transferencia,sin interés,5% off efectivo,
2905,6371,Dr(a). Agustin Quiroga,Sucursal Rosario,Santa Fe,2025-01-07 00:46:38,Guantes de trabajo,Protección personal,5.0,3836.41,19182.05,efectivo,,3 cuotas sin interés,
2906,3798,Santino Lucas Mendoza Fernandez,Sucursal Mendoza,Mendoza,2025-02-24 18:00:28,Pintura látex 4L,Pinturas,3.0,40574.9,121724.7,mercadopago,2x1,,
2907,3913,Julia Rios Fernandez,Sucursal Córdoba,Córdoba,2025-04-19 00:12:06,Cinta métrica,Medición,,47180.74,94361.48,mercadopago,2x1,5% off efectivo,
